FIPSCode,LocationType,Location,TypeofFacility,TimeFrame,DataFormat,Data
06101,County,Sutter County,Family Child Care Home,2004,Number,"1,286"
06101,County,Sutter County,Total for Both Facility Types,2004,Number,"3,067"
06101,County,Sutter County,Child Care Center,2006,Number,"2,001"
06101,County,Sutter County,Family Child Care Home,2006,Number,"1,522"
06101,County,Sutter County,Total for Both Facility Types,2006,Number,"3,523"
06101,County,Sutter County,Child Care Center,2008,Number,"1,935"
06101,County,Sutter County,Family Child Care Home,2008,Number,"1,678"
06101,County,Sutter County,Total for Both Facility Types,2008,Number,"3,613"
06101,County,Sutter County,Child Care Center,2010,Number,"1,902"
06101,County,Sutter County,Family Child Care Home,2010,Number,"1,472"
06101,County,Sutter County,Total for Both Facility Types,2010,Number,"3,374"
06101,County,Sutter County,Child Care Center,2012,Number,"1,662"
06101,County,Sutter County,Family Child Care Home,2012,Number,"1,294"
06101,County,Sutter County,Total for Both Facility Types,2012,Number,"2,956"
06101,County,Sutter County,Child Care Center,2014,Number,"1,698"
06101,County,Sutter County,Family Child Care Home,2014,Number,"1,140"
06101,County,Sutter County,Total for Both Facility Types,2014,Number,"2,838"
06101,County,Sutter County,Child Care Center,2017,Number,"1,359"
06101,County,Sutter County,Family Child Care Home,2017,Number,662
06101,County,Sutter County,Total for Both Facility Types,2017,Number,"2,021"
06101,County,Sutter County,Child Care Center,2019,Number,"1,340"
06101,County,Sutter County,Family Child Care Home,2019,Number,770
06101,County,Sutter County,Total for Both Facility Types,2019,Number,"2,110"
06061,County,Placer County,Child Care Center,2019,Number,"10,566"
06061,County,Placer County,Family Child Care Home,2019,Number,"2,816"
06061,County,Placer County,Total for Both Facility Types,2019,Number,"13,382"
06061,County,Placer County,Child Care Center,2014,Number,"8,677"
06061,County,Placer County,Family Child Care Home,2014,Number,"3,376"
06061,County,Placer County,Total for Both Facility Types,2014,Number,"12,053"
06061,County,Placer County,Child Care Center,2017,Number,"9,746"
06061,County,Placer County,Family Child Care Home,2017,Number,"2,702"
06061,County,Placer County,Total for Both Facility Types,2017,Number,"12,448"
06061,County,Placer County,Child Care Center,2012,Number,"8,789"
06061,County,Placer County,Family Child Care Home,2012,Number,"3,352"
06061,County,Placer County,Total for Both Facility Types,2012,Number,"12,141"
06061,County,Placer County,Child Care Center,2010,Number,"9,333"
06061,County,Placer County,Family Child Care Home,2010,Number,"3,718"
06061,County,Placer County,Total for Both Facility Types,2010,Number,"13,051"
06061,County,Placer County,Child Care Center,2008,Number,"9,842"
06061,County,Placer County,Family Child Care Home,2008,Number,"3,584"
06061,County,Placer County,Total for Both Facility Types,2008,Number,"13,426"
06061,County,Placer County,Child Care Center,2006,Number,"7,603"
06061,County,Placer County,Family Child Care Home,2006,Number,"3,506"
06061,County,Placer County,Total for Both Facility Types,2006,Number,"11,109"
06061,County,Placer County,Child Care Center,2004,Number,"7,323"
06061,County,Placer County,Family Child Care Home,2004,Number,"3,338"
06061,County,Placer County,Total for Both Facility Types,2004,Number,"10,661"
06061,County,Placer County,Child Care Center,2002,Number,"7,160"
06061,County,Placer County,Family Child Care Home,2002,Number,"3,558"
06061,County,Placer County,Total for Both Facility Types,2002,Number,"10,718"
06061,County,Placer County,Child Care Center,2000,Number,"6,012"
06061,County,Placer County,Family Child Care Home,2000,Number,"3,810"
06061,County,Placer County,Total for Both Facility Types,2000,Number,"9,822"
06067,County,Sacramento County,Child Care Center,2000,Number,"24,218"
06067,County,Sacramento County,Family Child Care Home,2000,Number,"13,298"
06067,County,Sacramento County,Total for Both Facility Types,2000,Number,"37,516"
06067,County,Sacramento County,Child Care Center,2002,Number,"31,092"
06067,County,Sacramento County,Family Child Care Home,2002,Number,"21,678"
06067,County,Sacramento County,Total for Both Facility Types,2002,Number,"52,770"
06067,County,Sacramento County,Child Care Center,2004,Number,"32,027"
06067,County,Sacramento County,Family Child Care Home,2004,Number,"22,734"
06067,County,Sacramento County,Total for Both Facility Types,2004,Number,"54,761"
06067,County,Sacramento County,Child Care Center,2006,Number,"33,465"
06067,County,Sacramento County,Family Child Care Home,2006,Number,"25,486"
06067,County,Sacramento County,Total for Both Facility Types,2006,Number,"58,951"
06067,County,Sacramento County,Child Care Center,2008,Number,"32,780"
06067,County,Sacramento County,Family Child Care Home,2008,Number,"21,784"
06067,County,Sacramento County,Total for Both Facility Types,2008,Number,"54,564"
06067,County,Sacramento County,Child Care Center,2010,Number,"34,348"
06067,County,Sacramento County,Family Child Care Home,2010,Number,"20,902"
06067,County,Sacramento County,Total for Both Facility Types,2010,Number,"55,250"
06067,County,Sacramento County,Child Care Center,2012,Number,"34,454"
06067,County,Sacramento County,Family Child Care Home,2012,Number,"17,194"
06067,County,Sacramento County,Total for Both Facility Types,2012,Number,"51,648"
06067,County,Sacramento County,Child Care Center,2014,Number,"32,926"
06067,County,Sacramento County,Family Child Care Home,2014,Number,"14,176"
06067,County,Sacramento County,Total for Both Facility Types,2014,Number,"47,102"
06067,County,Sacramento County,Child Care Center,2019,Number,"32,831"
06067,County,Sacramento County,Family Child Care Home,2019,Number,"12,202"
06067,County,Sacramento County,Total for Both Facility Types,2019,Number,"45,033"
06067,County,Sacramento County,Child Care Center,2017,Number,"33,578"
06067,County,Sacramento County,Family Child Care Home,2017,Number,"12,456"
06067,County,Sacramento County,Total for Both Facility Types,2017,Number,"46,034"
06017,County,El Dorado County,Child Care Center,2019,Number,"3,204"
06017,County,El Dorado County,Family Child Care Home,2019,Number,824
06017,County,El Dorado County,Total for Both Facility Types,2019,Number,"4,028"
06017,County,El Dorado County,Child Care Center,2017,Number,"3,110"
06017,County,El Dorado County,Family Child Care Home,2017,Number,898
06017,County,El Dorado County,Total for Both Facility Types,2017,Number,"4,008"
06017,County,El Dorado County,Child Care Center,2014,Number,"3,073"
06017,County,El Dorado County,Family Child Care Home,2014,Number,988
06017,County,El Dorado County,Total for Both Facility Types,2014,Number,"4,061"
06017,County,El Dorado County,Child Care Center,2012,Number,"3,137"
06017,County,El Dorado County,Family Child Care Home,2012,Number,"1,302"
06017,County,El Dorado County,Total for Both Facility Types,2012,Number,"4,439"
06017,County,El Dorado County,Child Care Center,2010,Number,"3,296"
06017,County,El Dorado County,Family Child Care Home,2010,Number,"1,548"
06017,County,El Dorado County,Total for Both Facility Types,2010,Number,"4,844"
06017,County,El Dorado County,Child Care Center,2008,Number,"3,477"
06017,County,El Dorado County,Family Child Care Home,2008,Number,"1,594"
06017,County,El Dorado County,Total for Both Facility Types,2008,Number,"5,071"
06017,County,El Dorado County,Child Care Center,2006,Number,"3,048"
06017,County,El Dorado County,Family Child Care Home,2006,Number,"1,648"
06017,County,El Dorado County,Total for Both Facility Types,2006,Number,"4,696"
06017,County,El Dorado County,Child Care Center,2002,Number,"2,472"
06017,County,El Dorado County,Family Child Care Home,2002,Number,"1,442"
06017,County,El Dorado County,Total for Both Facility Types,2002,Number,"3,914"
06017,County,El Dorado County,Child Care Center,2004,Number,"2,466"
06017,County,El Dorado County,Family Child Care Home,2004,Number,"1,402"
06017,County,El Dorado County,Total for Both Facility Types,2004,Number,"3,868"
06017,County,El Dorado County,Child Care Center,2000,Number,"2,135"
06017,County,El Dorado County,Family Child Care Home,2000,Number,"1,528"
06017,County,El Dorado County,Total for Both Facility Types,2000,Number,"3,664"
06003,County,Alpine County,Child Care Center,2000,Number,86
06003,County,Alpine County,Family Child Care Home,2000,Number,8
06003,County,Alpine County,Total for Both Facility Types,2000,Number,94
06003,County,Alpine County,Child Care Center,2002,Number,101
06003,County,Alpine County,Family Child Care Home,2002,Number,8
06003,County,Alpine County,Total for Both Facility Types,2002,Number,109
06003,County,Alpine County,Child Care Center,2004,Number,137
06003,County,Alpine County,Family Child Care Home,2004,Number,8
06003,County,Alpine County,Total for Both Facility Types,2004,Number,145
06003,County,Alpine County,Child Care Center,2006,Number,121
06003,County,Alpine County,Family Child Care Home,2006,Number,8
06003,County,Alpine County,Total for Both Facility Types,2006,Number,129
06003,County,Alpine County,Child Care Center,2008,Number,103
06003,County,Alpine County,Family Child Care Home,2008,Number,14
06003,County,Alpine County,Total for Both Facility Types,2008,Number,117
06003,County,Alpine County,Child Care Center,2010,Number,81
06003,County,Alpine County,Family Child Care Home,2010,Number,14
06003,County,Alpine County,Total for Both Facility Types,2010,Number,95
06003,County,Alpine County,Child Care Center,2012,Number,57
06003,County,Alpine County,Family Child Care Home,2012,Number,6
06003,County,Alpine County,Total for Both Facility Types,2012,Number,63
06003,County,Alpine County,Child Care Center,2014,Number,17
06003,County,Alpine County,Family Child Care Home,2014,Number,0
06003,County,Alpine County,Total for Both Facility Types,2014,Number,17
06003,County,Alpine County,Child Care Center,2017,Number,38
06003,County,Alpine County,Family Child Care Home,2017,Number,0
06003,County,Alpine County,Total for Both Facility Types,2017,Number,38
06003,County,Alpine County,Child Care Center,2019,Number,38
06003,County,Alpine County,Family Child Care Home,2019,Number,0
06003,County,Alpine County,Total for Both Facility Types,2019,Number,38
06009,County,Calaveras County,Child Care Center,2019,Number,366
06009,County,Calaveras County,Family Child Care Home,2019,Number,328
06009,County,Calaveras County,Total for Both Facility Types,2019,Number,694
06009,County,Calaveras County,Child Care Center,2017,Number,433
06009,County,Calaveras County,Family Child Care Home,2017,Number,326
06009,County,Calaveras County,Total for Both Facility Types,2017,Number,759
06009,County,Calaveras County,Child Care Center,2014,Number,645
06009,County,Calaveras County,Family Child Care Home,2014,Number,362
06009,County,Calaveras County,Total for Both Facility Types,2014,Number,"1,007"
06009,County,Calaveras County,Child Care Center,2012,Number,611
06009,County,Calaveras County,Family Child Care Home,2012,Number,298
06009,County,Calaveras County,Total for Both Facility Types,2012,Number,909
06009,County,Calaveras County,Child Care Center,2010,Number,622
06009,County,Calaveras County,Family Child Care Home,2010,Number,330
06009,County,Calaveras County,Total for Both Facility Types,2010,Number,952
06009,County,Calaveras County,Child Care Center,2008,Number,675
06009,County,Calaveras County,Family Child Care Home,2008,Number,350
06009,County,Calaveras County,Total for Both Facility Types,2008,Number,"1,025"
06009,County,Calaveras County,Child Care Center,2006,Number,541
06009,County,Calaveras County,Family Child Care Home,2006,Number,380
06009,County,Calaveras County,Total for Both Facility Types,2006,Number,921
06009,County,Calaveras County,Child Care Center,2004,Number,523
06009,County,Calaveras County,Family Child Care Home,2004,Number,394
06009,County,Calaveras County,Total for Both Facility Types,2004,Number,917
06009,County,Calaveras County,Child Care Center,2002,Number,558
06009,County,Calaveras County,Family Child Care Home,2002,Number,330
06009,County,Calaveras County,Total for Both Facility Types,2002,Number,888
06009,County,Calaveras County,Child Care Center,2000,Number,437
06009,County,Calaveras County,Family Child Care Home,2000,Number,338
06009,County,Calaveras County,Total for Both Facility Types,2000,Number,775
06077,County,San Joaquin County,Child Care Center,2000,Number,"8,292"
06077,County,San Joaquin County,Family Child Care Home,2000,Number,"5,872"
06077,County,San Joaquin County,Total for Both Facility Types,2000,Number,"14,164"
06077,County,San Joaquin County,Child Care Center,2002,Number,"9,914"
06077,County,San Joaquin County,Family Child Care Home,2002,Number,"6,506"
06077,County,San Joaquin County,Total for Both Facility Types,2002,Number,"16,420"
06077,County,San Joaquin County,Child Care Center,2004,Number,"9,232"
06077,County,San Joaquin County,Family Child Care Home,2004,Number,"7,098"
06077,County,San Joaquin County,Total for Both Facility Types,2004,Number,"16,330"
06077,County,San Joaquin County,Child Care Center,2006,Number,"13,140"
06077,County,San Joaquin County,Family Child Care Home,2006,Number,"7,216"
06077,County,San Joaquin County,Total for Both Facility Types,2006,Number,"20,356"
06077,County,San Joaquin County,Child Care Center,2008,Number,"9,992"
06077,County,San Joaquin County,Family Child Care Home,2008,Number,"7,424"
06077,County,San Joaquin County,Total for Both Facility Types,2008,Number,"17,416"
06077,County,San Joaquin County,Child Care Center,2010,Number,"10,416"
06077,County,San Joaquin County,Family Child Care Home,2010,Number,"7,584"
06077,County,San Joaquin County,Total for Both Facility Types,2010,Number,"18,000"
06077,County,San Joaquin County,Child Care Center,2012,Number,"10,404"
06077,County,San Joaquin County,Family Child Care Home,2012,Number,"6,498"
06077,County,San Joaquin County,Total for Both Facility Types,2012,Number,"16,902"
06077,County,San Joaquin County,Child Care Center,2014,Number,"10,200"
06077,County,San Joaquin County,Family Child Care Home,2014,Number,"5,842"
06077,County,San Joaquin County,Total for Both Facility Types,2014,Number,"16,042"
06077,County,San Joaquin County,Child Care Center,2017,Number,"12,646"
06077,County,San Joaquin County,Family Child Care Home,2017,Number,"6,306"
06077,County,San Joaquin County,Total for Both Facility Types,2017,Number,"18,952"
06077,County,San Joaquin County,Child Care Center,2019,Number,"12,423"
06077,County,San Joaquin County,Family Child Care Home,2019,Number,"6,192"
06077,County,San Joaquin County,Total for Both Facility Types,2019,Number,"18,615"
06099,County,Stanislaus County,Child Care Center,2019,Number,"7,192"
06099,County,Stanislaus County,Family Child Care Home,2019,Number,"3,484"
06099,County,Stanislaus County,Total for Both Facility Types,2019,Number,"10,676"
06099,County,Stanislaus County,Child Care Center,2017,Number,"7,343"
06099,County,Stanislaus County,Family Child Care Home,2017,Number,"3,582"
06099,County,Stanislaus County,Total for Both Facility Types,2017,Number,"10,925"
06099,County,Stanislaus County,Child Care Center,2014,Number,"7,110"
06099,County,Stanislaus County,Family Child Care Home,2014,Number,"3,788"
06099,County,Stanislaus County,Total for Both Facility Types,2014,Number,"10,898"
06099,County,Stanislaus County,Child Care Center,2012,Number,"7,599"
06099,County,Stanislaus County,Family Child Care Home,2012,Number,"3,904"
06099,County,Stanislaus County,Total for Both Facility Types,2012,Number,"11,503"
06099,County,Stanislaus County,Child Care Center,2010,Number,"7,754"
06099,County,Stanislaus County,Family Child Care Home,2010,Number,"4,950"
06099,County,Stanislaus County,Total for Both Facility Types,2010,Number,"12,704"
06099,County,Stanislaus County,Child Care Center,2008,Number,"7,386"
06099,County,Stanislaus County,Family Child Care Home,2008,Number,"5,438"
06099,County,Stanislaus County,Total for Both Facility Types,2008,Number,"12,824"
06099,County,Stanislaus County,Child Care Center,2006,Number,"7,111"
06099,County,Stanislaus County,Family Child Care Home,2006,Number,"5,546"
06099,County,Stanislaus County,Total for Both Facility Types,2006,Number,"12,657"
06099,County,Stanislaus County,Child Care Center,2004,Number,"6,510"
06099,County,Stanislaus County,Family Child Care Home,2004,Number,"5,034"
06099,County,Stanislaus County,Total for Both Facility Types,2004,Number,"11,544"
06099,County,Stanislaus County,Child Care Center,2002,Number,"6,210"
06099,County,Stanislaus County,Family Child Care Home,2002,Number,"5,130"
06099,County,Stanislaus County,Total for Both Facility Types,2002,Number,"11,340"
06099,County,Stanislaus County,Child Care Center,2000,Number,"6,316"
06099,County,Stanislaus County,Family Child Care Home,2000,Number,"6,002"
06099,County,Stanislaus County,Total for Both Facility Types,2000,Number,"12,318"
06109,County,Tuolumne County,Child Care Center,2000,Number,781
06109,County,Tuolumne County,Family Child Care Home,2000,Number,442
06109,County,Tuolumne County,Total for Both Facility Types,2000,Number,"1,223"
06109,County,Tuolumne County,Child Care Center,2002,Number,965
06109,County,Tuolumne County,Family Child Care Home,2002,Number,470
06109,County,Tuolumne County,Total for Both Facility Types,2002,Number,"1,435"
06109,County,Tuolumne County,Child Care Center,2004,Number,860
06109,County,Tuolumne County,Family Child Care Home,2004,Number,458
06109,County,Tuolumne County,Total for Both Facility Types,2004,Number,"1,318"
06109,County,Tuolumne County,Child Care Center,2006,Number,806
06109,County,Tuolumne County,Family Child Care Home,2006,Number,406
06109,County,Tuolumne County,Total for Both Facility Types,2006,Number,"1,212"
06109,County,Tuolumne County,Child Care Center,2008,Number,922
06109,County,Tuolumne County,Family Child Care Home,2008,Number,424
06109,County,Tuolumne County,Total for Both Facility Types,2008,Number,"1,346"
06109,County,Tuolumne County,Child Care Center,2010,Number,851
06109,County,Tuolumne County,Family Child Care Home,2010,Number,360
06109,County,Tuolumne County,Total for Both Facility Types,2010,Number,"1,211"
06109,County,Tuolumne County,Child Care Center,2012,Number,820
06109,County,Tuolumne County,Family Child Care Home,2012,Number,308
06109,County,Tuolumne County,Total for Both Facility Types,2012,Number,"1,128"
06109,County,Tuolumne County,Child Care Center,2014,Number,880
06109,County,Tuolumne County,Family Child Care Home,2014,Number,280
06109,County,Tuolumne County,Total for Both Facility Types,2014,Number,"1,160"
06109,County,Tuolumne County,Child Care Center,2017,Number,753
06109,County,Tuolumne County,Family Child Care Home,2017,Number,292
06109,County,Tuolumne County,Total for Both Facility Types,2017,Number,"1,045"
06109,County,Tuolumne County,Child Care Center,2019,Number,809
06109,County,Tuolumne County,Family Child Care Home,2019,Number,374
06109,County,Tuolumne County,Total for Both Facility Types,2019,Number,"1,183"
06051,County,Mono County,Child Care Center,2019,Number,234
06051,County,Mono County,Family Child Care Home,2019,Number,100
06051,County,Mono County,Total for Both Facility Types,2019,Number,334
06051,County,Mono County,Child Care Center,2017,Number,234
06051,County,Mono County,Family Child Care Home,2017,Number,114
06051,County,Mono County,Total for Both Facility Types,2017,Number,348
06051,County,Mono County,Child Care Center,2014,Number,129
06051,County,Mono County,Family Child Care Home,2014,Number,138
06051,County,Mono County,Total for Both Facility Types,2014,Number,267
06051,County,Mono County,Child Care Center,2012,Number,207
06051,County,Mono County,Family Child Care Home,2012,Number,130
06051,County,Mono County,Total for Both Facility Types,2012,Number,337
06051,County,Mono County,Child Care Center,2010,Number,345
06051,County,Mono County,Family Child Care Home,2010,Number,220
06051,County,Mono County,Total for Both Facility Types,2010,Number,565
06051,County,Mono County,Child Care Center,2008,Number,417
06051,County,Mono County,Family Child Care Home,2008,Number,228
06051,County,Mono County,Total for Both Facility Types,2008,Number,645
06051,County,Mono County,Child Care Center,2006,Number,244
06051,County,Mono County,Family Child Care Home,2006,Number,204
06051,County,Mono County,Total for Both Facility Types,2006,Number,448
06051,County,Mono County,Child Care Center,2004,Number,230
06051,County,Mono County,Family Child Care Home,2004,Number,152
06051,County,Mono County,Total for Both Facility Types,2004,Number,382
06051,County,Mono County,Child Care Center,2002,Number,231
06051,County,Mono County,Family Child Care Home,2002,Number,92
06051,County,Mono County,Total for Both Facility Types,2002,Number,323
06051,County,Mono County,Child Care Center,2000,Number,281
06051,County,Mono County,Family Child Care Home,2000,Number,188
06051,County,Mono County,Total for Both Facility Types,2000,Number,469
06043,County,Mariposa County,Child Care Center,2000,Number,209
06043,County,Mariposa County,Family Child Care Home,2000,Number,256
06043,County,Mariposa County,Total for Both Facility Types,2000,Number,465
06043,County,Mariposa County,Child Care Center,2002,Number,92
06043,County,Mariposa County,Family Child Care Home,2002,Number,248
06043,County,Mariposa County,Total for Both Facility Types,2002,Number,340
06043,County,Mariposa County,Child Care Center,2004,Number,61
06043,County,Mariposa County,Family Child Care Home,2004,Number,292
06043,County,Mariposa County,Total for Both Facility Types,2004,Number,353
06043,County,Mariposa County,Child Care Center,2006,Number,81
06043,County,Mariposa County,Family Child Care Home,2006,Number,302
06043,County,Mariposa County,Total for Both Facility Types,2006,Number,383
06043,County,Mariposa County,Child Care Center,2008,Number,127
06043,County,Mariposa County,Family Child Care Home,2008,Number,246
06043,County,Mariposa County,Total for Both Facility Types,2008,Number,373
06043,County,Mariposa County,Child Care Center,2010,Number,166
06043,County,Mariposa County,Family Child Care Home,2010,Number,198
06043,County,Mariposa County,Total for Both Facility Types,2010,Number,364
06043,County,Mariposa County,Child Care Center,2012,Number,123
06043,County,Mariposa County,Family Child Care Home,2012,Number,166
06043,County,Mariposa County,Total for Both Facility Types,2012,Number,289
06043,County,Mariposa County,Child Care Center,2014,Number,123
06043,County,Mariposa County,Family Child Care Home,2014,Number,166
06043,County,Mariposa County,Total for Both Facility Types,2014,Number,289
06043,County,Mariposa County,Child Care Center,2017,Number,123
06043,County,Mariposa County,Family Child Care Home,2017,Number,176
06043,County,Mariposa County,Total for Both Facility Types,2017,Number,299
06043,County,Mariposa County,Child Care Center,2019,Number,80
06043,County,Mariposa County,Family Child Care Home,2019,Number,162
06043,County,Mariposa County,Total for Both Facility Types,2019,Number,242
06047,County,Merced County,Child Care Center,2019,Number,"3,979"
06047,County,Merced County,Family Child Care Home,2019,Number,"2,014"
06047,County,Merced County,Total for Both Facility Types,2019,Number,"5,993"
06047,County,Merced County,Child Care Center,2017,Number,"3,888"
06047,County,Merced County,Family Child Care Home,2017,Number,"2,088"
06047,County,Merced County,Total for Both Facility Types,2017,Number,"5,976"
06047,County,Merced County,Child Care Center,2014,Number,"3,556"
06047,County,Merced County,Family Child Care Home,2014,Number,"2,354"
06047,County,Merced County,Total for Both Facility Types,2014,Number,"5,910"
06047,County,Merced County,Child Care Center,2012,Number,"4,030"
06047,County,Merced County,Family Child Care Home,2012,Number,"2,748"
06047,County,Merced County,Total for Both Facility Types,2012,Number,"6,778"
06047,County,Merced County,Child Care Center,2010,Number,"4,036"
06047,County,Merced County,Family Child Care Home,2010,Number,"3,598"
06047,County,Merced County,Total for Both Facility Types,2010,Number,"7,634"
06047,County,Merced County,Child Care Center,2008,Number,"3,691"
06047,County,Merced County,Family Child Care Home,2008,Number,"3,488"
06047,County,Merced County,Total for Both Facility Types,2008,Number,"7,179"
06047,County,Merced County,Child Care Center,2006,Number,"3,690"
06047,County,Merced County,Family Child Care Home,2006,Number,"3,858"
06047,County,Merced County,Total for Both Facility Types,2006,Number,"7,548"
06047,County,Merced County,Child Care Center,2004,Number,"3,404"
06047,County,Merced County,Family Child Care Home,2004,Number,"3,934"
06047,County,Merced County,Total for Both Facility Types,2004,Number,"7,338"
06047,County,Merced County,Child Care Center,2002,Number,"3,134"
06047,County,Merced County,Family Child Care Home,2002,Number,"3,638"
06047,County,Merced County,Total for Both Facility Types,2002,Number,"6,772"
06047,County,Merced County,Child Care Center,2000,Number,"2,996"
06047,County,Merced County,Family Child Care Home,2000,Number,"3,064"
06047,County,Merced County,Total for Both Facility Types,2000,Number,"6,060"
06069,County,San Benito County,Child Care Center,2000,Number,472
06069,County,San Benito County,Family Child Care Home,2000,Number,924
06069,County,San Benito County,Total for Both Facility Types,2000,Number,"1,396"
06069,County,San Benito County,Child Care Center,2002,Number,644
06069,County,San Benito County,Family Child Care Home,2002,Number,944
06069,County,San Benito County,Total for Both Facility Types,2002,Number,"1,588"
06069,County,San Benito County,Child Care Center,2004,Number,621
06069,County,San Benito County,Family Child Care Home,2004,Number,"1,314"
06069,County,San Benito County,Total for Both Facility Types,2004,Number,"1,935"
06069,County,San Benito County,Child Care Center,2006,Number,770
06069,County,San Benito County,Family Child Care Home,2006,Number,"1,668"
06069,County,San Benito County,Total for Both Facility Types,2006,Number,"2,438"
06069,County,San Benito County,Child Care Center,2008,Number,854
06069,County,San Benito County,Family Child Care Home,2008,Number,"1,398"
06069,County,San Benito County,Total for Both Facility Types,2008,Number,"2,252"
06069,County,San Benito County,Child Care Center,2010,Number,939
06069,County,San Benito County,Family Child Care Home,2010,Number,"1,238"
06069,County,San Benito County,Total for Both Facility Types,2010,Number,"2,177"
06069,County,San Benito County,Child Care Center,2012,Number,822
06069,County,San Benito County,Family Child Care Home,2012,Number,"1,180"
06069,County,San Benito County,Total for Both Facility Types,2012,Number,"2,002"
06069,County,San Benito County,Child Care Center,2014,Number,886
06069,County,San Benito County,Family Child Care Home,2014,Number,"1,168"
06069,County,San Benito County,Total for Both Facility Types,2014,Number,"2,054"
06069,County,San Benito County,Child Care Center,2019,Number,848
06069,County,San Benito County,Family Child Care Home,2019,Number,706
06069,County,San Benito County,Total for Both Facility Types,2019,Number,"1,554"
06069,County,San Benito County,Child Care Center,2017,Number,932
06069,County,San Benito County,Family Child Care Home,2017,Number,770
06069,County,San Benito County,Total for Both Facility Types,2017,Number,"1,702"
06039,County,Madera County,Child Care Center,2019,Number,"2,202"
06039,County,Madera County,Family Child Care Home,2019,Number,"1,210"
06039,County,Madera County,Total for Both Facility Types,2019,Number,"3,412"
06039,County,Madera County,Child Care Center,2014,Number,"2,247"
06039,County,Madera County,Family Child Care Home,2014,Number,"1,534"
06039,County,Madera County,Total for Both Facility Types,2014,Number,"3,781"
06039,County,Madera County,Child Care Center,2017,Number,"2,217"
06039,County,Madera County,Family Child Care Home,2017,Number,"1,342"
06039,County,Madera County,Total for Both Facility Types,2017,Number,"3,559"
06039,County,Madera County,Child Care Center,2012,Number,"2,319"
06039,County,Madera County,Family Child Care Home,2012,Number,"1,692"
06039,County,Madera County,Total for Both Facility Types,2012,Number,"4,011"
06039,County,Madera County,Child Care Center,2010,Number,"2,352"
06039,County,Madera County,Family Child Care Home,2010,Number,"2,080"
06039,County,Madera County,Total for Both Facility Types,2010,Number,"4,432"
06039,County,Madera County,Child Care Center,2008,Number,"2,326"
06039,County,Madera County,Family Child Care Home,2008,Number,"1,810"
06039,County,Madera County,Total for Both Facility Types,2008,Number,"4,136"
06039,County,Madera County,Child Care Center,2006,Number,"2,080"
06039,County,Madera County,Family Child Care Home,2006,Number,"1,884"
06039,County,Madera County,Total for Both Facility Types,2006,Number,"3,964"
06039,County,Madera County,Child Care Center,2004,Number,"1,802"
06039,County,Madera County,Family Child Care Home,2004,Number,"1,578"
06039,County,Madera County,Total for Both Facility Types,2004,Number,"3,380"
06039,County,Madera County,Child Care Center,2002,Number,"1,746"
06039,County,Madera County,Family Child Care Home,2002,Number,"1,492"
06039,County,Madera County,Total for Both Facility Types,2002,Number,"3,238"
06039,County,Madera County,Child Care Center,2000,Number,"1,529"
06039,County,Madera County,Family Child Care Home,2000,Number,"1,488"
06039,County,Madera County,Total for Both Facility Types,2000,Number,"3,017"
06019,County,Fresno County,Child Care Center,2000,Number,"13,095"
06019,County,Fresno County,Family Child Care Home,2000,Number,"8,082"
06019,County,Fresno County,Total for Both Facility Types,2000,Number,"21,177"
06019,County,Fresno County,Child Care Center,2002,Number,"14,152"
06019,County,Fresno County,Family Child Care Home,2002,Number,"8,810"
06019,County,Fresno County,Total for Both Facility Types,2002,Number,"22,962"
06019,County,Fresno County,Child Care Center,2004,Number,"15,567"
06019,County,Fresno County,Family Child Care Home,2004,Number,"9,644"
06019,County,Fresno County,Total for Both Facility Types,2004,Number,"25,211"
06019,County,Fresno County,Child Care Center,2006,Number,"16,099"
06019,County,Fresno County,Family Child Care Home,2006,Number,"9,410"
06019,County,Fresno County,Total for Both Facility Types,2006,Number,"25,509"
06019,County,Fresno County,Child Care Center,2008,Number,"17,746"
06019,County,Fresno County,Family Child Care Home,2008,Number,"8,818"
06019,County,Fresno County,Total for Both Facility Types,2008,Number,"26,564"
06019,County,Fresno County,Child Care Center,2010,Number,"17,663"
06019,County,Fresno County,Family Child Care Home,2010,Number,"8,722"
06019,County,Fresno County,Total for Both Facility Types,2010,Number,"26,385"
06019,County,Fresno County,Child Care Center,2012,Number,"17,656"
06019,County,Fresno County,Family Child Care Home,2012,Number,"7,012"
06019,County,Fresno County,Total for Both Facility Types,2012,Number,"24,668"
06019,County,Fresno County,Child Care Center,2014,Number,"15,936"
06019,County,Fresno County,Family Child Care Home,2014,Number,"6,098"
06019,County,Fresno County,Total for Both Facility Types,2014,Number,"22,034"
06019,County,Fresno County,Child Care Center,2017,Number,"17,011"
06019,County,Fresno County,Family Child Care Home,2017,Number,"5,628"
06019,County,Fresno County,Total for Both Facility Types,2017,Number,"22,639"
06019,County,Fresno County,Child Care Center,2019,Number,"16,945"
06019,County,Fresno County,Family Child Care Home,2019,Number,"5,760"
06019,County,Fresno County,Total for Both Facility Types,2019,Number,"22,705"
06027,County,Inyo County,Child Care Center,2019,Number,329
06027,County,Inyo County,Family Child Care Home,2019,Number,202
06027,County,Inyo County,Total for Both Facility Types,2019,Number,531
06027,County,Inyo County,Child Care Center,2017,Number,314
06027,County,Inyo County,Family Child Care Home,2017,Number,256
06027,County,Inyo County,Total for Both Facility Types,2017,Number,570
06027,County,Inyo County,Child Care Center,2014,Number,330
06027,County,Inyo County,Family Child Care Home,2014,Number,192
